"Transaction Hash","Status","Type","Method ","Block","Age","From","From_NameTag","To","To_NameTag","Amount","Value (USD) ","Asset","Txn Fee"
"0x9d1dae60303ef4da89e522ab3d9dd995dc610b60d3834dbea8846cf1845e3ca9","Success","Tx","Supply","25304087","35 mins ago","0x5FDCD2b66866473c94c2cb27D2125A2E75082Ca4"," ","0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2"," Aave: Pool V3","0","$0.00","Ethereum(ETH)","0.00004008"
"0xcb4a35f8b990fa03fecd382c58f11fc8f8dbeeac86a50fa0d8df3ce4e394b073","Success","ERC-20","Supply Collateral","25304082","36 mins ago","0x687f584fd1f4a4d9EB277c03A24Fe28f4b0675B7"," ","0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb"," Morpho: Morpho","18,402.958683","$0.00","PT reUSD 25JUN2026(PT-reUSD-25JUN2026)","0.00000684"
"0xcb4a35f8b990fa03fecd382c58f11fc8f8dbeeac86a50fa0d8df3ce4e394b073","Success","Tx","Supply Collateral","25304082","36 mins ago","0x687f584fd1f4a4d9EB277c03A24Fe28f4b0675B7"," ","0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb"," Morpho: Morpho","0","$0.00","Ethereum(ETH)","0.00000684"
"0x09697a95be78e9e3058f43968ee4da17d01c3422c9fdedb45abd4aaed6a15242","Success","ERC-20","Supply","25304081","36 mins ago","0x0000000000000000000000000000000000000000","CSB1.eth","0x5e4568c4d8343052a06ec8aab1e124af08b73248"," ","16.602885","$1,075.37","Aave Ethereum AAVE(aEthAAVE)","0.00031339"
"0x09697a95be78e9e3058f43968ee4da17d01c3422c9fdedb45abd4aaed6a15242","Success","ERC-20","Supply","25304081","36 mins ago","0x5e4568c4d8343052a06ec8aab1e124af08b73248"," ","0xa700b4eb416be35b2911fd5dee80678ff64ff6c9"," Aave: Ethereum AAVE V3","16.602885","$1,068.40","Aave Token(AAVE)","0.00031339"
"0x09697a95be78e9e3058f43968ee4da17d01c3422c9fdedb45abd4aaed6a15242","Success","Tx","Supply","25304081","36 mins ago","0x5e4568c4d8343052a06ec8aab1e124af08b73248"," ","0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2"," Aave: Pool V3","0","$0.00","Ethereum(ETH)","0.00031339"
"0x740164886c434d68726a2310cfdef3c01caa6673a85a3045d2529bcd94f82432","Success","ERC-20","Supply","25304077","37 mins ago","0x772836982736cFA684c0dF6025c0A68F56bE6EDf"," ","0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c"," Aave: USDC V3","14,026.51218","$14,024.17","USDC(USDC)","0.00002261"
"0x740164886c434d68726a2310cfdef3c01caa6673a85a3045d2529bcd94f82432","Success","ERC-20","Supply","25304077","37 mins ago","0x0000000000000000000000000000000000000000","CSB1.eth","0x772836982736cFA684c0dF6025c0A68F56bE6EDf"," ","14,026.512179","$14,022.16","Aave Ethereum USDC(aEthUSDC)","0.00002261"
"0x740164886c434d68726a2310cfdef3c01caa6673a85a3045d2529bcd94f82432","Success","Tx","Supply","25304077","37 mins ago","0x772836982736cFA684c0dF6025c0A68F56bE6EDf"," ","0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2"," Aave: Pool V3","0","$0.00","Ethereum(ETH)","0.00002261"
"0x08050f6feb750ba8ab79182e38122ce28c6bd086edf097f88555fec07f415ee2","Success","ERC-20","Supply","25304075","38 mins ago","0x0000000000000000000000000000000000000000","CSB1.eth","0x17DC779ca60969892c971Dd1f4cBe07eC5aC3b67"," ","810.673425","$0.00","Aave Ethereum sUSDe(aEthsUSDe)","0.00003084"
"0x08050f6feb750ba8ab79182e38122ce28c6bd086edf097f88555fec07f415ee2","Success","ERC-20","Supply","25304075","38 mins ago","0x17DC779ca60969892c971Dd1f4cBe07eC5aC3b67"," ","0x4579a27af00a62c0eb156349f31b345c08386419"," Aave: aEthsUSDe Token","810.673425","$997.13","Staked USDe(sUSDe)","0.00003084"
"0x08050f6feb750ba8ab79182e38122ce28c6bd086edf097f88555fec07f415ee2","Success","Tx","Supply","25304075","38 mins ago","0x17DC779ca60969892c971Dd1f4cBe07eC5aC3b67"," ","0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2"," Aave: Pool V3","0","$0.00","Ethereum(ETH)","0.00003084"
"0x66a435371d1f0571c0142e5c4db95c5010d57516d03a6ea187d30752b867a64b","Success","ERC-20","Deposit ETH","25304066","39 mins ago","0x0000000000000000000000000000000000000000","CSB1.eth","0x2f87f853dCF603b48D614CA8ba1EDb3363Eba12F"," ","0.00703","$11.72","Aave Ethereum WETH(aEthWETH)","0.00001959"
"0x66a435371d1f0571c0142e5c4db95c5010d57516d03a6ea187d30752b867a64b","Success","ERC-20","Deposit ETH","25304066","39 mins ago","0xd01607c3c5ecaba394d8be377a08590149325722","Aave: ETH Staking Contract","0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8"," Aave: Ethereum WETH V3","0.007","$11.64","Wrapped Ether(WETH)","0.00001959"
"0x66a435371d1f0571c0142e5c4db95c5010d57516d03a6ea187d30752b867a64b","Success","Internal Tx","Deposit ETH","25304066","39 mins ago","0xd01607c3c5ecaba394d8be377a08590149325722","Aave: ETH Staking Contract","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"," Jdssk.uni.eth","0.007","$11.64","Ethereum(ETH)","0.00001959"
"0x66a435371d1f0571c0142e5c4db95c5010d57516d03a6ea187d30752b867a64b","Success","Tx","Deposit ETH","25304066","39 mins ago","0x2f87f853dCF603b48D614CA8ba1EDb3363Eba12F"," ","0xd01607c3c5ecaba394d8be377a08590149325722"," Aave: ETH Staking Contract","0.007","$11.64","Ethereum(ETH)","0.00001959"
"0xe8bf8ca9d1a86943fbc53e47ada516d6758a392c92295f0ea5c0818268f916a3","Success","Tx","Supply","25304054","42 mins ago","0x772836982736cFA684c0dF6025c0A68F56bE6EDf"," ","0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb"," Morpho: Morpho","0","$0.00","Ethereum(ETH)","0.00001029"
"0xe8bf8ca9d1a86943fbc53e47ada516d6758a392c92295f0ea5c0818268f916a3","Success","ERC-20","Supply","25304054","42 mins ago","0x772836982736cFA684c0dF6025c0A68F56bE6EDf"," ","0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb"," Morpho: Morpho","9,900","$9,898.35","USDC(USDC)","0.00001029"
"0x4930672af5ba57ed12f6414f7401e036f208309826d1f85904b34e2f00bc28b1","Success","ERC-20","Supply","25304045","44 mins ago","0xB48D44629080C4283619580B7312B58251671b82"," ","0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c"," Aave: USDC V3","4.672222","$4.67","USDC(USDC)","0.00001875"
"0x4930672af5ba57ed12f6414f7401e036f208309826d1f85904b34e2f00bc28b1","Success","ERC-20","Supply","25304045","44 mins ago","0x0000000000000000000000000000000000000000","CSB1.eth","0xB48D44629080C4283619580B7312B58251671b82"," ","4.672771","$4.67","Aave Ethereum USDC(aEthUSDC)","0.00001875"
"0x4930672af5ba57ed12f6414f7401e036f208309826d1f85904b34e2f00bc28b1","Success","Tx","Supply","25304045","44 mins ago","0xB48D44629080C4283619580B7312B58251671b82"," ","0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2"," Aave: Pool V3","0","$0.00","Ethereum(ETH)","0.00001875"
